,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
578,C540243,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,-5,05-01-2011 15:32,0.85,12585,Germany,-4.25
579,C540243,22778,GLASS CLOCHE SMALL,-1,05-01-2011 15:32,3.95,12585,Germany,-3.95
580,C540243,22777,GLASS CLOCHE LARGE,-2,05-01-2011 15:32,8.5,12585,Germany,-17.0
581,C540243,22606,WOODEN SKITTLES GARDEN SET,-1,05-01-2011 15:32,15.95,12585,Germany,-15.95
582,C540346,22077,6 RIBBONS RUSTIC CHARM,-4,06-01-2011 13:41,1.65,12471,Germany,-6.6
583,540410,84078A,SET/4 WHITE RETRO STORAGE CUBES ,4,07-01-2011 10:04,34.95,12530,Germany,139.8
584,540410,20681,PINK POLKADOT CHILDRENS UMBRELLA,6,07-01-2011 10:04,3.25,12530,Germany,19.5
585,540410,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,07-01-2011 10:04,3.25,12530,Germany,19.5
586,540410,22386,JUMBO BAG PINK POLKADOT,10,07-01-2011 10:04,1.95,12530,Germany,19.5
587,540410,85099B,JUMBO BAG RED RETROSPOT,10,07-01-2011 10:04,1.95,12530,Germany,19.5
588,540410,21086,SET/6 RED SPOTTY PAPER CUPS,12,07-01-2011 10:04,0.65,12530,Germany,7.8
589,540410,21094,SET/6 RED SPOTTY PAPER PLATES,12,07-01-2011 10:04,0.85,12530,Germany,10.2
590,540410,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,07-01-2011 10:04,3.75,12530,Germany,22.5
591,540410,21731,RED TOADSTOOL LED NIGHT LIGHT,12,07-01-2011 10:04,1.65,12530,Germany,19.8
592,540410,21452,TOADSTOOL MONEY BOX,6,07-01-2011 10:04,2.95,12530,Germany,17.7
593,540410,22968,ROSE COTTAGE KEEPSAKE BOX ,2,07-01-2011 10:04,9.95,12530,Germany,19.9
594,540410,22090,PAPER BUNTING RETROSPOT,6,07-01-2011 10:04,2.95,12530,Germany,17.7
595,540410,POST,POSTAGE,3,07-01-2011 10:04,18.0,12530,Germany,54.0
596,540414,21880,RED RETROSPOT TAPE,24,07-01-2011 10:32,0.19,12481,Germany,4.56
597,540414,21883,STARS GIFT TAPE ,24,07-01-2011 10:32,0.19,12481,Germany,4.56
598,540414,21787,RAIN PONCHO RETROSPOT,24,07-01-2011 10:32,0.85,12481,Germany,20.4
599,540414,21786,POLKADOT RAIN HAT ,24,07-01-2011 10:32,0.42,12481,Germany,10.08
600,540414,22178,VICTORIAN GLASS HANGING T-LIGHT,24,07-01-2011 10:32,1.25,12481,Germany,30.0
601,540414,21656,RIDGED GLASS POSY VASE ,12,07-01-2011 10:32,1.45,12481,Germany,17.4
602,540414,22138,BAKING SET 9 PIECE RETROSPOT ,3,07-01-2011 10:32,4.95,12481,Germany,14.85
603,540414,22896,PEG BAG APPLES DESIGN,12,07-01-2011 10:32,2.55,12481,Germany,30.6
604,540414,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,07-01-2011 10:32,1.49,12481,Germany,17.88
605,540414,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,07-01-2011 10:32,2.95,12481,Germany,35.4
606,540414,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,07-01-2011 10:32,2.95,12481,Germany,17.7
607,540414,22203,MILK PAN RED RETROSPOT,4,07-01-2011 10:32,3.75,12481,Germany,15.0
608,540414,22897,OVEN MITT APPLES DESIGN,20,07-01-2011 10:32,1.45,12481,Germany,29.0
609,540414,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,24,07-01-2011 10:32,2.95,12481,Germany,70.8
610,540414,22892,SET OF SALT AND PEPPER TOADSTOOLS,24,07-01-2011 10:32,1.25,12481,Germany,30.0
611,540414,22215,CAKE STAND WHITE TWO TIER LACE,2,07-01-2011 10:32,8.5,12481,Germany,17.0
612,540414,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,07-01-2011 10:32,0.85,12481,Germany,10.2
613,540414,22908,PACK OF 20 NAPKINS RED APPLES,24,07-01-2011 10:32,0.85,12481,Germany,20.4
614,540414,22894,TABLECLOTH RED APPLES DESIGN ,2,07-01-2011 10:32,8.5,12481,Germany,17.0
615,540414,22551,PLASTERS IN TIN SPACEBOY,36,07-01-2011 10:32,1.65,12481,Germany,59.4
616,540414,22556,PLASTERS IN TIN CIRCUS PARADE ,36,07-01-2011 10:32,1.65,12481,Germany,59.4
617,540414,21981,PACK OF 12 WOODLAND TISSUES ,24,07-01-2011 10:32,0.29,12481,Germany,6.96
618,540414,22986,GINGHAM ROSE WRAP,25,07-01-2011 10:32,0.42,12481,Germany,10.5
619,540414,POST,POSTAGE,3,07-01-2011 10:32,18.0,12481,Germany,54.0
620,540458,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,07-01-2011 12:28,0.85,12501,Germany,8.5
621,540458,20719,WOODLAND CHARLOTTE BAG,10,07-01-2011 12:28,0.85,12501,Germany,8.5
622,540458,20724,RED RETROSPOT CHARLOTTE BAG,10,07-01-2011 12:28,0.85,12501,Germany,8.5
623,540458,22333,RETROSPOT PARTY BAG + STICKER SET,8,07-01-2011 12:28,1.65,12501,Germany,13.2
624,540458,20718,RED RETROSPOT SHOPPER BAG,10,07-01-2011 12:28,1.25,12501,Germany,12.5
625,540458,20665,RED RETROSPOT PURSE ,6,07-01-2011 12:28,2.95,12501,Germany,17.7
626,540458,85014B,RED RETROSPOT UMBRELLA,3,07-01-2011 12:28,5.95,12501,Germany,17.85
627,540458,20679,EDWARDIAN PARASOL RED,3,07-01-2011 12:28,5.95,12501,Germany,17.85
628,540458,15056BL,EDWARDIAN PARASOL BLACK,3,07-01-2011 12:28,5.95,12501,Germany,17.85
629,540458,15056N,EDWARDIAN PARASOL NATURAL,3,07-01-2011 12:28,5.95,12501,Germany,17.85
630,540458,21121,SET/10 RED POLKADOT PARTY CANDLES,24,07-01-2011 12:28,1.25,12501,Germany,30.0
631,540458,21126,SET OF 6 GIRLS CELEBRATION CANDLES,12,07-01-2011 12:28,1.25,12501,Germany,15.0
632,540458,21125,SET 6 FOOTBALL CELEBRATION CANDLES,12,07-01-2011 12:28,1.25,12501,Germany,15.0
633,540458,22668,PINK BABY BUNTING,5,07-01-2011 12:28,2.95,12501,Germany,14.75
634,540458,20702,PINK PADDED MOBILE,3,07-01-2011 12:28,4.25,12501,Germany,12.75
635,540458,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,07-01-2011 12:28,0.65,12501,Germany,7.8
636,540458,21042,RED RETROSPOT APRON ,3,07-01-2011 12:28,5.95,12501,Germany,17.85
637,540458,21156,RETROSPOT CHILDRENS APRON,8,07-01-2011 12:28,1.95,12501,Germany,15.6
638,540458,22195,LARGE HEART MEASURING SPOONS,12,07-01-2011 12:28,1.65,12501,Germany,19.8
639,540458,22138,BAKING SET 9 PIECE RETROSPOT ,3,07-01-2011 12:28,4.95,12501,Germany,14.85
640,540458,22617,BAKING SET SPACEBOY DESIGN,3,07-01-2011 12:28,4.95,12501,Germany,14.85
641,540458,21212,PACK OF 72 RETROSPOT CAKE CASES,24,07-01-2011 12:28,0.55,12501,Germany,13.2
642,540458,22199,FRYING PAN RED RETROSPOT,4,07-01-2011 12:28,4.25,12501,Germany,17.0
643,540458,21558,SKULL LUNCH BOX WITH CUTLERY ,6,07-01-2011 12:28,2.55,12501,Germany,15.3
644,540458,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,07-01-2011 12:28,2.55,12501,Germany,15.3
645,540458,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,07-01-2011 12:28,2.95,12501,Germany,17.7
646,540458,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,07-01-2011 12:28,2.95,12501,Germany,17.7
647,540458,21539,RED RETROSPOT BUTTER DISH,3,07-01-2011 12:28,4.95,12501,Germany,14.85
648,540458,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,6,07-01-2011 12:28,3.75,12501,Germany,22.5
649,540458,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,07-01-2011 12:28,3.75,12501,Germany,22.5
650,540458,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,07-01-2011 12:28,3.75,12501,Germany,22.5
651,540458,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,07-01-2011 12:28,3.75,12501,Germany,22.5
652,540458,22634,CHILDS BREAKFAST SET SPACEBOY ,2,07-01-2011 12:28,9.95,12501,Germany,19.9
653,540458,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,07-01-2011 12:28,9.95,12501,Germany,19.9
654,540458,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,07-01-2011 12:28,8.5,12501,Germany,17.0
655,540458,21238,RED RETROSPOT CUP,8,07-01-2011 12:28,0.85,12501,Germany,6.8
656,540458,21239,PINK  POLKADOT CUP,8,07-01-2011 12:28,0.85,12501,Germany,6.8
657,540458,21240,BLUE POLKADOT CUP,8,07-01-2011 12:28,0.85,12501,Germany,6.8
658,540458,21242,RED RETROSPOT PLATE ,8,07-01-2011 12:28,1.69,12501,Germany,13.52
659,540458,21243,PINK  POLKADOT PLATE ,8,07-01-2011 12:28,1.69,12501,Germany,13.52
660,540458,21244,BLUE POLKADOT PLATE ,8,07-01-2011 12:28,1.69,12501,Germany,13.52
661,540458,21245,GREEN POLKADOT PLATE ,8,07-01-2011 12:28,1.69,12501,Germany,13.52
662,540458,20674,GREEN POLKADOT BOWL,8,07-01-2011 12:28,1.25,12501,Germany,10.0
663,540458,20675,BLUE POLKADOT BOWL,8,07-01-2011 12:28,1.25,12501,Germany,10.0
664,540458,20676,RED RETROSPOT BOWL,8,07-01-2011 12:28,1.25,12501,Germany,10.0
665,540458,20677,PINK POLKADOT BOWL,8,07-01-2011 12:28,1.25,12501,Germany,10.0
666,540458,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,07-01-2011 12:28,2.95,12501,Germany,17.7
667,540458,47351B,BLUE  VOILE LAMPSHADE,6,07-01-2011 12:28,2.95,12501,Germany,17.7
668,540458,21981,PACK OF 12 WOODLAND TISSUES ,24,07-01-2011 12:28,0.29,12501,Germany,6.96
669,540458,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,07-01-2011 12:28,0.29,12501,Germany,6.96
670,540458,21983,PACK OF 12 BLUE PAISLEY TISSUES ,24,07-01-2011 12:28,0.29,12501,Germany,6.96
671,540458,21967,PACK OF 12 SKULL TISSUES,24,07-01-2011 12:28,0.29,12501,Germany,6.96
672,540458,20977,36 PENCILS TUBE WOODLAND,16,07-01-2011 12:28,1.25,12501,Germany,20.0
673,540458,20978,36 PENCILS TUBE SKULLS,16,07-01-2011 12:28,1.25,12501,Germany,20.0
674,540458,20979,36 PENCILS TUBE RED RETROSPOT,16,07-01-2011 12:28,1.25,12501,Germany,20.0
675,540458,22419,LIPSTICK PEN RED,12,07-01-2011 12:28,0.42,12501,Germany,5.04
676,540458,22189,CREAM HEART CARD HOLDER,4,07-01-2011 12:28,3.95,12501,Germany,15.8
677,540458,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,07-01-2011 12:28,4.25,12501,Germany,17.0
678,540458,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,07-01-2011 12:28,3.75,12501,Germany,15.0
679,540458,21429,RED GINGHAM ROSE JEWELLERY BOX,8,07-01-2011 12:28,1.65,12501,Germany,13.2
680,540458,22378,WALL TIDY RETROSPOT ,5,07-01-2011 12:28,2.1,12501,Germany,10.5
681,540458,21731,RED TOADSTOOL LED NIGHT LIGHT,12,07-01-2011 12:28,1.65,12501,Germany,19.8
682,540458,22609,PENS ASSORTED SPACEBALL,36,07-01-2011 12:28,0.21,12501,Germany,7.56
683,540458,47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,24,07-01-2011 12:28,0.42,12501,Germany,10.08
684,540458,84826,ASSTD DESIGN 3D PAPER STICKERS,60,07-01-2011 12:28,0.21,12501,Germany,12.6
685,540458,21002,ROSE DU SUD DRAWSTRING BAG,3,07-01-2011 12:28,4.25,12501,Germany,12.75
686,540458,20750,RED RETROSPOT MINI CASES,2,07-01-2011 12:28,7.95,12501,Germany,15.9
687,540458,22857,ASSORTED EASTER GIFT TAGS,12,07-01-2011 12:28,0.85,12501,Germany,10.2
688,540458,22149,FELTCRAFT 6 FLOWER FRIENDS,6,07-01-2011 12:28,2.1,12501,Germany,12.6
689,540458,22961,JAM MAKING SET PRINTED,12,07-01-2011 12:28,1.45,12501,Germany,17.4
690,540458,22509,SEWING BOX RETROSPOT DESIGN ,1,07-01-2011 12:28,16.95,12501,Germany,16.95
691,540458,22654,DELUXE SEWING KIT ,3,07-01-2011 12:28,5.95,12501,Germany,17.85
692,540458,22652,TRAVEL SEWING KIT,10,07-01-2011 12:28,1.65,12501,Germany,16.5
693,540458,22968,ROSE COTTAGE KEEPSAKE BOX ,2,07-01-2011 12:28,9.95,12501,Germany,19.9
694,540458,22087,PAPER BUNTING WHITE LACE,6,07-01-2011 12:28,2.95,12501,Germany,17.7
695,540458,22088,PAPER BUNTING COLOURED LACE,6,07-01-2011 12:28,2.95,12501,Germany,17.7
696,540458,22089,PAPER BUNTING VINTAGE PAISLEY,6,07-01-2011 12:28,2.95,12501,Germany,17.7
697,540458,22090,PAPER BUNTING RETROSPOT,6,07-01-2011 12:28,2.95,12501,Germany,17.7
698,540458,21217,RED RETROSPOT ROUND CAKE TINS,2,07-01-2011 12:28,9.95,12501,Germany,19.9
699,540458,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,07-01-2011 12:28,1.49,12501,Germany,17.88
700,540458,21155,RED RETROSPOT PEG BAG,6,07-01-2011 12:28,2.1,12501,Germany,12.6
701,540458,20725,LUNCH BAG RED RETROSPOT,10,07-01-2011 12:28,1.65,12501,Germany,16.5
702,540458,20727,LUNCH BAG  BLACK SKULL.,10,07-01-2011 12:28,1.65,12501,Germany,16.5
703,540458,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,07-01-2011 12:28,1.65,12501,Germany,19.8
704,540458,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,07-01-2011 12:28,2.55,12501,Germany,15.3
705,540458,22628,PICNIC BOXES SET OF 3 RETROSPOT ,4,07-01-2011 12:28,4.95,12501,Germany,19.8
706,540458,22203,MILK PAN RED RETROSPOT,4,07-01-2011 12:28,3.75,12501,Germany,15.0
707,540458,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,07-01-2011 12:28,2.95,12501,Germany,17.7
708,540458,21154,RED RETROSPOT OVEN GLOVE ,10,07-01-2011 12:28,1.25,12501,Germany,12.5
709,540458,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,07-01-2011 12:28,4.95,12501,Germany,19.8
710,540458,22073,RED RETROSPOT STORAGE JAR,4,07-01-2011 12:28,3.75,12501,Germany,15.0
711,540458,21084,SET/6 COLLAGE PAPER CUPS,12,07-01-2011 12:28,0.65,12501,Germany,7.8
712,540458,21086,SET/6 RED SPOTTY PAPER CUPS,12,07-01-2011 12:28,0.65,12501,Germany,7.8
713,540458,21088,SET/6 FRUIT SALAD PAPER CUPS,12,07-01-2011 12:28,0.65,12501,Germany,7.8
714,540458,21987,PACK OF 6 SKULL PAPER CUPS,12,07-01-2011 12:28,0.65,12501,Germany,7.8
715,540458,21090,SET/6 COLLAGE PAPER PLATES,12,07-01-2011 12:28,0.85,12501,Germany,10.2
716,540458,21094,SET/6 RED SPOTTY PAPER PLATES,12,07-01-2011 12:28,0.85,12501,Germany,10.2
717,540458,21096,SET/6 FRUIT SALAD  PAPER PLATES,12,07-01-2011 12:28,0.85,12501,Germany,10.2
718,540458,21988,PACK OF 6 SKULL PAPER PLATES,12,07-01-2011 12:28,0.85,12501,Germany,10.2
719,540458,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,07-01-2011 12:28,0.85,12501,Germany,10.2
720,540458,21989,PACK OF 20 SKULL PAPER NAPKINS,12,07-01-2011 12:28,0.85,12501,Germany,10.2
721,540458,22502,PICNIC BASKET WICKER SMALL,4,07-01-2011 12:28,5.95,12501,Germany,23.8
722,540458,22892,SET OF SALT AND PEPPER TOADSTOOLS,12,07-01-2011 12:28,1.25,12501,Germany,15.0
723,540458,22055,MINI CAKE STAND  HANGING STRAWBERY,8,07-01-2011 12:28,1.65,12501,Germany,13.2
724,540458,84692,BOX OF 24 COCKTAIL PARASOLS,25,07-01-2011 12:28,0.42,12501,Germany,10.5
725,540458,85093,CANDY SPOT EGG WARMER HARE,12,07-01-2011 12:28,1.25,12501,Germany,15.0
726,540458,85094,CANDY SPOT EGG WARMER RABBIT,12,07-01-2011 12:28,1.25,12501,Germany,15.0
727,540458,22131,FOOD CONTAINER SET 3 LOVE HEART ,6,07-01-2011 12:28,1.95,12501,Germany,11.7
728,540458,84596E,SMALL LICORICE DES PINK BOWL,8,07-01-2011 12:28,1.25,12501,Germany,10.0
729,540458,84596G,SMALL CHOCOLATES PINK BOWL,8,07-01-2011 12:28,1.25,12501,Germany,10.0
730,540458,21446,12 RED ROSE PEG PLACE SETTINGS,12,07-01-2011 12:28,1.25,12501,Germany,15.0
731,540458,21447,12 IVORY ROSE PEG PLACE SETTINGS,12,07-01-2011 12:28,1.25,12501,Germany,15.0
732,540458,22151,PLACE SETTING WHITE HEART,24,07-01-2011 12:28,0.42,12501,Germany,10.08
733,540458,47480,HANGING PHOTO CLIP ROPE LADDER,12,07-01-2011 12:28,1.65,12501,Germany,19.8
734,540458,22505,MEMO BOARD COTTAGE DESIGN,4,07-01-2011 12:28,4.95,12501,Germany,19.8
735,540458,22507,MEMO BOARD RETROSPOT  DESIGN,4,07-01-2011 12:28,4.95,12501,Germany,19.8
736,540458,22046,TEA PARTY  WRAPPING PAPER ,25,07-01-2011 12:28,0.42,12501,Germany,10.5
737,540458,21503,TOYBOX  WRAP ,25,07-01-2011 12:28,0.42,12501,Germany,10.5
738,540458,21498,RED RETROSPOT WRAP ,25,07-01-2011 12:28,0.42,12501,Germany,10.5
739,540458,21499,BLUE POLKADOT WRAP,25,07-01-2011 12:28,0.42,12501,Germany,10.5
740,540458,21500,PINK POLKADOT WRAP ,25,07-01-2011 12:28,0.42,12501,Germany,10.5
741,540458,22050,PINK PAISLEY ROSE GIFT WRAP,25,07-01-2011 12:28,0.42,12501,Germany,10.5
742,540458,22051,BLUE SCANDINAVIAN PAISLEY WRAP,25,07-01-2011 12:28,0.42,12501,Germany,10.5
743,540458,22704,WRAP RED APPLES ,25,07-01-2011 12:28,0.42,12501,Germany,10.5
744,540458,22707,WRAP MONSTER FUN ,25,07-01-2011 12:28,0.42,12501,Germany,10.5
745,540458,22708,WRAP DOLLY GIRL,25,07-01-2011 12:28,0.42,12501,Germany,10.5
746,540458,22709,WRAP WEDDING DAY,25,07-01-2011 12:28,0.42,12501,Germany,10.5
747,540458,22711,WRAP CIRCUS PARADE,25,07-01-2011 12:28,0.42,12501,Germany,10.5
748,540458,22985,"WRAP, BILLBOARD FONTS DESIGN",25,07-01-2011 12:28,0.42,12501,Germany,10.5
749,540458,22986,GINGHAM ROSE WRAP,25,07-01-2011 12:28,0.42,12501,Germany,10.5
750,540458,21917,SET 12 KIDS  WHITE CHALK STICKS,24,07-01-2011 12:28,0.42,12501,Germany,10.08
751,540458,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,07-01-2011 12:28,0.42,12501,Germany,10.08
752,540458,84744,S/6 SEW ON CROCHET FLOWERS,12,07-01-2011 12:28,1.25,12501,Germany,15.0
753,540458,22745,POPPY'S PLAYHOUSE BEDROOM ,6,07-01-2011 12:28,2.1,12501,Germany,12.6
754,540458,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,07-01-2011 12:28,2.1,12501,Germany,12.6
755,540458,22747,POPPY'S PLAYHOUSE BATHROOM,6,07-01-2011 12:28,2.1,12501,Germany,12.6
756,540458,22748,POPPY'S PLAYHOUSE KITCHEN,6,07-01-2011 12:28,2.1,12501,Germany,12.6
757,540458,21991,BOHEMIAN COLLAGE STATIONERY SET,6,07-01-2011 12:28,2.95,12501,Germany,17.7
758,540458,21992,VINTAGE PAISLEY STATIONERY SET,6,07-01-2011 12:28,2.95,12501,Germany,17.7
759,540458,10125,MINI FUNKY DESIGN TAPES,20,07-01-2011 12:28,0.42,12501,Germany,8.4
760,540458,21880,RED RETROSPOT TAPE,24,07-01-2011 12:28,0.19,12501,Germany,4.56
761,540458,21882,SKULLS TAPE,24,07-01-2011 12:28,0.19,12501,Germany,4.56
762,540458,21883,STARS GIFT TAPE ,24,07-01-2011 12:28,0.19,12501,Germany,4.56
763,540458,21884,CAKES AND BOWS GIFT  TAPE,24,07-01-2011 12:28,0.19,12501,Germany,4.56
764,540458,22263,FELT EGG COSY LADYBIRD ,48,07-01-2011 12:28,0.19,12501,Germany,9.12
765,540458,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,24,07-01-2011 12:28,0.42,12501,Germany,10.08
766,540458,22396,MAGNETS PACK OF 4 RETRO PHOTO,24,07-01-2011 12:28,0.42,12501,Germany,10.08
767,540458,22471,TV DINNER TRAY AIR HOSTESS ,8,07-01-2011 12:28,1.95,12501,Germany,15.6
768,540458,POST,POSTAGE,8,07-01-2011 12:28,18.0,12501,Germany,144.0
769,540480,47594B,SCOTTIES DESIGN WASHBAG,6,07-01-2011 15:27,1.95,12480,Germany,11.7
770,540480,21577,SAVE THE PLANET COTTON TOTE BAG,12,07-01-2011 15:27,2.25,12480,Germany,27.0
771,540480,21578,WOODLAND DESIGN  COTTON TOTE BAG,12,07-01-2011 15:27,2.25,12480,Germany,27.0
772,540480,21579,LOLITA  DESIGN  COTTON TOTE BAG,12,07-01-2011 15:27,2.25,12480,Germany,27.0
773,540480,22449,SILK PURSE BABUSHKA PINK,6,07-01-2011 15:27,3.35,12480,Germany,20.1
774,540480,22450,SILK PURSE BABUSHKA BLUE,6,07-01-2011 15:27,3.35,12480,Germany,20.1
775,540480,22451,SILK PURSE BABUSHKA RED,6,07-01-2011 15:27,3.35,12480,Germany,20.1
776,540480,20750,RED RETROSPOT MINI CASES,2,07-01-2011 15:27,7.95,12480,Germany,15.9
777,540480,85014B,RED RETROSPOT UMBRELLA,3,07-01-2011 15:27,5.95,12480,Germany,17.85
778,540480,22355,CHARLOTTE BAG SUKI DESIGN,10,07-01-2011 15:27,0.85,12480,Germany,8.5
779,540480,20724,RED RETROSPOT CHARLOTTE BAG,10,07-01-2011 15:27,0.85,12480,Germany,8.5
780,540480,20719,WOODLAND CHARLOTTE BAG,10,07-01-2011 15:27,0.85,12480,Germany,8.5
781,540480,21481,FAWN BLUE HOT WATER BOTTLE,12,07-01-2011 15:27,2.95,12480,Germany,35.4
782,540480,22652,TRAVEL SEWING KIT,10,07-01-2011 15:27,1.65,12480,Germany,16.5
783,540480,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,07-01-2011 15:27,2.95,12480,Germany,35.4
784,540480,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,07-01-2011 15:27,2.95,12480,Germany,35.4
785,540480,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,07-01-2011 15:27,2.55,12480,Germany,15.3
786,540480,22629,SPACEBOY LUNCH BOX ,12,07-01-2011 15:27,1.95,12480,Germany,23.4
787,540480,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,07-01-2011 15:27,2.55,12480,Germany,15.3
788,540480,22138,BAKING SET 9 PIECE RETROSPOT ,3,07-01-2011 15:27,4.95,12480,Germany,14.85
789,540480,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,07-01-2011 15:27,3.95,12480,Germany,15.8
790,540480,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,6,07-01-2011 15:27,2.95,12480,Germany,17.7
791,540480,21871,SAVE THE PLANET MUG,12,07-01-2011 15:27,1.25,12480,Germany,15.0
792,540480,21873,IF YOU CAN'T STAND THE HEAT MUG,12,07-01-2011 15:27,1.25,12480,Germany,15.0
793,540480,22972,CHILDREN'S SPACEBOY MUG,12,07-01-2011 15:27,1.65,12480,Germany,19.8
794,540480,22303,COFFEE MUG APPLES DESIGN,6,07-01-2011 15:27,2.55,12480,Germany,15.3
795,540480,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,07-01-2011 15:27,0.85,12480,Germany,10.2
796,540480,22908,PACK OF 20 NAPKINS RED APPLES,12,07-01-2011 15:27,0.85,12480,Germany,10.2
797,540480,21219,SET/4 BADGES BALLOON GIRL,10,07-01-2011 15:27,1.25,12480,Germany,12.5
798,540480,21220,SET/4 BADGES DOGS,10,07-01-2011 15:27,1.25,12480,Germany,12.5
799,540480,21221,SET/4 BADGES CUTE CREATURES,10,07-01-2011 15:27,1.25,12480,Germany,12.5
800,540480,22396,MAGNETS PACK OF 4 RETRO PHOTO,12,07-01-2011 15:27,1.25,12480,Germany,15.0
801,540480,22398,MAGNETS PACK OF 4 SWALLOWS,12,07-01-2011 15:27,1.25,12480,Germany,15.0
802,540480,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,07-01-2011 15:27,4.95,12480,Germany,29.7
803,540480,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4,07-01-2011 15:27,4.25,12480,Germany,17.0
804,540480,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,07-01-2011 15:27,1.25,12480,Germany,15.0
805,540480,21931,JUMBO STORAGE BAG SUKI,10,07-01-2011 15:27,1.95,12480,Germany,19.5
806,540480,21935,SUKI  SHOULDER BAG,10,07-01-2011 15:27,1.65,12480,Germany,16.5
807,540480,22654,DELUXE SEWING KIT ,3,07-01-2011 15:27,5.95,12480,Germany,17.85
808,540480,22956,36 FOIL HEART CAKE CASES,12,07-01-2011 15:27,2.1,12480,Germany,25.2
809,540480,21429,RED GINGHAM ROSE JEWELLERY BOX,8,07-01-2011 15:27,1.65,12480,Germany,13.2
810,540480,POST,POSTAGE,4,07-01-2011 15:27,18.0,12480,Germany,72.0
811,540553,22858,EASTER TIN KEEPSAKE,48,10-01-2011 09:48,1.65,12500,Germany,79.2
812,540553,22861,EASTER TIN CHICKS IN GARDEN,48,10-01-2011 09:48,1.65,12500,Germany,79.2
813,540553,22585,PACK OF 6 BIRDY GIFT TAGS,144,10-01-2011 09:48,1.06,12500,Germany,152.64
814,540553,22366,DOORMAT AIRMAIL ,2,10-01-2011 09:48,7.95,12500,Germany,15.9
815,540553,POST,POSTAGE,1,10-01-2011 09:48,18.0,12500,Germany,18.0
816,540562,10125,MINI FUNKY DESIGN TAPES,20,10-01-2011 10:35,0.42,12524,Germany,8.4
817,540562,21880,RED RETROSPOT TAPE,24,10-01-2011 10:35,0.19,12524,Germany,4.56
818,540562,21882,SKULLS TAPE,24,10-01-2011 10:35,0.19,12524,Germany,4.56
819,540562,21884,CAKES AND BOWS GIFT  TAPE,24,10-01-2011 10:35,0.19,12524,Germany,4.56
820,540562,21883,STARS GIFT TAPE ,24,10-01-2011 10:35,0.19,12524,Germany,4.56
821,540562,22264,FELT FARM ANIMAL WHITE BUNNY ,48,10-01-2011 10:35,0.19,12524,Germany,9.12
822,540562,22378,WALL TIDY RETROSPOT ,20,10-01-2011 10:35,0.85,12524,Germany,17.0
823,540562,22377,BOTTLE BAG RETROSPOT ,20,10-01-2011 10:35,0.85,12524,Germany,17.0
824,540562,22504,CABIN BAG VINTAGE RETROSPOT,3,10-01-2011 10:35,12.75,12524,Germany,38.25
825,540562,20726,LUNCH BAG WOODLAND,20,10-01-2011 10:35,1.65,12524,Germany,33.0
826,540562,20725,LUNCH BAG RED RETROSPOT,20,10-01-2011 10:35,1.65,12524,Germany,33.0
