,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Hour
3008,552874,22939,APRON APPLE DELIGHT,4,2011-12-05 09:40:00,4.95,12621,Germany,9
3009,552874,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2011-12-05 09:40:00,0.55,12621,Germany,9
3010,552874,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,12,2011-12-05 09:40:00,1.25,12621,Germany,9
3011,552874,21078,SET/20 STRAWBERRY PAPER NAPKINS ,12,2011-12-05 09:40:00,0.85,12621,Germany,9
3012,552874,84692,BOX OF 24 COCKTAIL PARASOLS,25,2011-12-05 09:40:00,0.42,12621,Germany,9
3013,552874,22303,COFFEE MUG APPLES DESIGN,12,2011-12-05 09:40:00,2.55,12621,Germany,9
3014,552874,22302,COFFEE MUG PEARS  DESIGN,6,2011-12-05 09:40:00,2.55,12621,Germany,9
3015,552874,84279B,CHERRY BLOSSOM DECORATIVE FLASK,4,2011-12-05 09:40:00,3.75,12621,Germany,9
3016,552874,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,2011-12-05 09:40:00,3.75,12621,Germany,9
3017,552874,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-12-05 09:40:00,0.85,12621,Germany,9
3018,552874,16238,PARTY TIME PENCIL ERASERS,28,2011-12-05 09:40:00,0.21,12621,Germany,9
3019,552874,16237,SLEEPING CAT ERASERS,30,2011-12-05 09:40:00,0.21,12621,Germany,9
3020,552874,16236,KITTY PENCIL ERASERS,28,2011-12-05 09:40:00,0.21,12621,Germany,9
3021,552874,21719,LOVELY BONBON STICKER SHEET,12,2011-12-05 09:40:00,0.85,12621,Germany,9
3022,552874,21724,PANDA AND BUNNIES STICKER SHEET,12,2011-12-05 09:40:00,0.85,12621,Germany,9
3023,552874,16011,ANIMAL STICKERS,24,2011-12-05 09:40:00,0.21,12621,Germany,9
3024,552874,79000,MOROCCAN TEA GLASS,36,2011-12-05 09:40:00,0.85,12621,Germany,9
3025,552874,23199,JUMBO BAG APPLES,10,2011-12-05 09:40:00,2.08,12621,Germany,9
3026,552874,23200,JUMBO BAG PEARS,10,2011-12-05 09:40:00,2.08,12621,Germany,9
3027,552874,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-12-05 09:40:00,0.85,12621,Germany,9
3028,552874,23206,LUNCH BAG APPLE DESIGN,10,2011-12-05 09:40:00,1.65,12621,Germany,9
3029,552874,21088,SET/6 FRUIT SALAD PAPER CUPS,24,2011-12-05 09:40:00,0.19,12621,Germany,9
3030,552874,21096,SET/6 FRUIT SALAD  PAPER PLATES,12,2011-12-05 09:40:00,0.39,12621,Germany,9
3031,552874,15036,ASSORTED COLOURS SILK FAN,120,2011-12-05 09:40:00,0.83,12621,Germany,9
3032,552874,15058C,ICE CREAM DESIGN GARDEN PARASOL,10,2011-12-05 09:40:00,3.95,12621,Germany,9
3033,552874,POST,POSTAGE,7,2011-12-05 09:40:00,18.0,12621,Germany,9
3034,552875,23204,CHARLOTTE BAG APPLES DESIGN,20,2011-12-05 09:41:00,0.85,12621,Germany,9
3035,552875,23202,JUMBO BAG VINTAGE LEAF,10,2011-12-05 09:41:00,2.08,12621,Germany,9
3036,552875,23203,JUMBO BAG DOILEY PATTERNS,10,2011-12-05 09:41:00,2.08,12621,Germany,9
3037,552875,23199,JUMBO BAG APPLES,10,2011-12-05 09:41:00,1.95,12621,Germany,9
3038,552875,23084,RABBIT NIGHT LIGHT,48,2011-12-05 09:41:00,1.79,12621,Germany,9
3039,552875,23082,SET 6 PAPER TABLE LANTERN HEARTS ,6,2011-12-05 09:41:00,3.75,12621,Germany,9
3040,552878,21121,SET/10 RED POLKADOT PARTY CANDLES,48,2011-12-05 09:54:00,1.25,12625,Germany,9
3041,552878,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-12-05 09:54:00,1.25,12625,Germany,9
3042,552878,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-12-05 09:54:00,1.25,12625,Germany,9
3043,552878,22418,10 COLOUR SPACEBOY PEN,24,2011-12-05 09:54:00,0.85,12625,Germany,9
3044,552878,22530,MAGIC DRAWING SLATE DOLLY GIRL ,24,2011-12-05 09:54:00,0.42,12625,Germany,9
3045,552878,22534,MAGIC DRAWING SLATE SPACEBOY ,24,2011-12-05 09:54:00,0.42,12625,Germany,9
3046,552878,22535,MAGIC DRAWING SLATE BUNNIES ,24,2011-12-05 09:54:00,0.42,12625,Germany,9
3047,552878,22537,MAGIC DRAWING SLATE DINOSAUR,24,2011-12-05 09:54:00,0.42,12625,Germany,9
3048,552878,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,2011-12-05 09:54:00,2.55,12625,Germany,9
3049,552878,22813,PACK 3 BOXES BIRD PANNETONE ,36,2011-12-05 09:54:00,1.95,12625,Germany,9
3050,552878,22960,JAM MAKING SET WITH JARS,36,2011-12-05 09:54:00,3.75,12625,Germany,9
3051,552878,22962,JAM JAR WITH PINK LID,24,2011-12-05 09:54:00,0.85,12625,Germany,9
3052,552878,22963,JAM JAR WITH GREEN LID,24,2011-12-05 09:54:00,0.85,12625,Germany,9
3053,552878,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,36,2011-12-05 09:54:00,1.25,12625,Germany,9
3054,552878,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-12-05 09:54:00,0.55,12625,Germany,9
3055,552878,22716,CARD CIRCUS PARADE,12,2011-12-05 09:54:00,0.42,12625,Germany,9
3056,552878,22027,TEA PARTY BIRTHDAY CARD,12,2011-12-05 09:54:00,0.42,12625,Germany,9
3057,552878,22715,CARD WEDDING DAY,12,2011-12-05 09:54:00,0.42,12625,Germany,9
3058,552878,23233,WRAP POPPIES  DESIGN,25,2011-12-05 09:54:00,0.42,12625,Germany,9
3059,552878,23206,LUNCH BAG APPLE DESIGN,20,2011-12-05 09:54:00,1.65,12625,Germany,9
3060,552878,23231,WRAP DOILEY DESIGN,25,2011-12-05 09:54:00,0.42,12625,Germany,9
3061,552878,23232,WRAP VINTAGE PETALS  DESIGN,25,2011-12-05 09:54:00,0.42,12625,Germany,9
3062,552878,22026,BANQUET BIRTHDAY  CARD  ,12,2011-12-05 09:54:00,0.42,12625,Germany,9
3063,552878,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-12-05 09:54:00,0.42,12625,Germany,9
3064,552878,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,2011-12-05 09:54:00,2.95,12625,Germany,9
3065,552878,23004,TRAVEL CARD WALLET PANTRY,24,2011-12-05 09:54:00,0.42,12625,Germany,9
3066,552878,23199,JUMBO BAG APPLES,20,2011-12-05 09:54:00,2.08,12625,Germany,9
3067,552878,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-12-05 09:54:00,0.85,12625,Germany,9
3068,552878,23209,LUNCH BAG DOILEY PATTERN ,20,2011-12-05 09:54:00,1.65,12625,Germany,9
3069,552878,23203,JUMBO BAG DOILEY PATTERNS,10,2011-12-05 09:54:00,2.08,12625,Germany,9
3070,552878,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,2011-12-05 09:54:00,1.65,12625,Germany,9
3071,552878,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-12-05 09:54:00,1.65,12625,Germany,9
3072,552878,POST,POSTAGE,8,2011-12-05 09:54:00,18.0,12625,Germany,9
3073,552978,85014B,RED RETROSPOT UMBRELLA,48,2011-12-05 14:46:00,4.95,12590,Germany,14
3074,552978,85014A,BLACK/BLUE POLKADOT UMBRELLA,48,2011-12-05 14:46:00,4.95,12590,Germany,14
3075,552978,22354,RETROSPOT PADDED SEAT CUSHION,60,2011-12-05 14:46:00,3.39,12590,Germany,14
3076,552978,22558,CLOTHES PEGS RETROSPOT PACK 24 ,96,2011-12-05 14:46:00,1.25,12590,Germany,14
3077,552978,22329,ROUND CONTAINER SET OF 5 RETROSPOT,48,2011-12-05 14:46:00,1.45,12590,Germany,14
3078,552978,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,60,2011-12-05 14:46:00,2.1,12590,Germany,14
3079,552978,22195,LARGE HEART MEASURING SPOONS,24,2011-12-05 14:46:00,1.65,12590,Germany,14
3080,552978,21035,SET/2 RED RETROSPOT TEA TOWELS ,100,2011-12-05 14:46:00,2.75,12590,Germany,14
3081,552978,21154,RED RETROSPOT OVEN GLOVE ,40,2011-12-05 14:46:00,1.25,12590,Germany,14
3082,552978,21155,RED RETROSPOT PEG BAG,48,2011-12-05 14:46:00,2.55,12590,Germany,14
3083,552978,21039,RED RETROSPOT SHOPPING BAG,48,2011-12-05 14:46:00,2.55,12590,Germany,14
3084,552978,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,100,2011-12-05 14:46:00,2.55,12590,Germany,14
3085,552978,22939,APRON APPLE DELIGHT,50,2011-12-05 14:46:00,4.25,12590,Germany,14
3086,552978,22377,BOTTLE BAG RETROSPOT ,50,2011-12-05 14:46:00,1.85,12590,Germany,14
3087,552978,20685,DOORMAT RED RETROSPOT,20,2011-12-05 14:46:00,6.75,12590,Germany,14
3088,552978,82600,NO SINGING METAL SIGN,48,2011-12-05 14:46:00,1.85,12590,Germany,14
3089,552978,21165,BEWARE OF THE CAT METAL SIGN ,48,2011-12-05 14:46:00,1.45,12590,Germany,14
3090,552978,21164,HOME SWEET HOME METAL SIGN ,72,2011-12-05 14:46:00,2.55,12590,Germany,14
3091,552978,21907,I'M ON HOLIDAY METAL SIGN,24,2011-12-05 14:46:00,2.1,12590,Germany,14
3092,552978,22666,RECIPE BOX PANTRY YELLOW DESIGN,24,2011-12-05 14:46:00,2.55,12590,Germany,14
3093,552978,22990,COTTON APRON PANTRY DESIGN,50,2011-12-05 14:46:00,4.25,12590,Germany,14
3094,552978,22989,SET 2 PANTRY DESIGN TEA TOWELS,100,2011-12-05 14:46:00,2.75,12590,Germany,14
3095,552978,23299,FOOD COVER WITH BEADS SET 2 ,50,2011-12-05 14:46:00,3.39,12590,Germany,14
3096,552978,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,48,2011-12-05 14:46:00,1.25,12590,Germany,14
3097,552978,84378,SET OF 3 HEART COOKIE CUTTERS,48,2011-12-05 14:46:00,1.25,12590,Germany,14
3098,552978,22626,BLACK KITCHEN SCALES,12,2011-12-05 14:46:00,7.65,12590,Germany,14
3099,552978,21121,SET/10 RED POLKADOT PARTY CANDLES,48,2011-12-05 14:46:00,1.25,12590,Germany,14
3100,552978,23184,BULL DOG BOTTLE OPENER,36,2011-12-05 14:46:00,4.15,12590,Germany,14
3101,552978,22659,LUNCH BOX I LOVE LONDON,24,2011-12-05 14:46:00,1.95,12590,Germany,14
3102,552978,22900, SET 2 TEA TOWELS I LOVE LONDON ,24,2011-12-05 14:46:00,2.95,12590,Germany,14
3103,552978,15056P,EDWARDIAN PARASOL PINK,60,2011-12-05 14:46:00,4.95,12590,Germany,14
3104,552978,15056BL,EDWARDIAN PARASOL BLACK,60,2011-12-05 14:46:00,4.95,12590,Germany,14
3105,552978,15056N,EDWARDIAN PARASOL NATURAL,60,2011-12-05 14:46:00,4.95,12590,Germany,14
3106,552978,20679,EDWARDIAN PARASOL RED,60,2011-12-05 14:46:00,4.95,12590,Germany,14
3107,552978,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,60,2011-12-05 14:46:00,2.1,12590,Germany,14
3108,552978,22505,MEMO BOARD COTTAGE DESIGN,24,2011-12-05 14:46:00,4.25,12590,Germany,14
3109,552978,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,24,2011-12-05 14:46:00,1.65,12590,Germany,14
3110,552978,22748,POPPY'S PLAYHOUSE KITCHEN,60,2011-12-05 14:46:00,1.85,12590,Germany,14
3111,552978,22747,POPPY'S PLAYHOUSE BATHROOM,60,2011-12-05 14:46:00,1.85,12590,Germany,14
3112,552978,22745,POPPY'S PLAYHOUSE BEDROOM ,60,2011-12-05 14:46:00,1.85,12590,Germany,14
3113,552978,22746,POPPY'S PLAYHOUSE LIVINGROOM ,60,2011-12-05 14:46:00,1.85,12590,Germany,14
3114,552978,21731,RED TOADSTOOL LED NIGHT LIGHT,48,2011-12-05 14:46:00,1.65,12590,Germany,14
3115,552978,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,100,2011-12-05 14:46:00,0.72,12590,Germany,14
3116,552978,20723,STRAWBERRY CHARLOTTE BAG,100,2011-12-05 14:46:00,0.72,12590,Germany,14
3117,552978,22355,CHARLOTTE BAG SUKI DESIGN,100,2011-12-05 14:46:00,0.72,12590,Germany,14
3118,552978,20724,RED RETROSPOT CHARLOTTE BAG,100,2011-12-05 14:46:00,0.72,12590,Germany,14
3119,552978,20719,WOODLAND CHARLOTTE BAG,100,2011-12-05 14:46:00,0.72,12590,Germany,14
3120,552978,22662,LUNCH BAG DOLLY GIRL DESIGN,100,2011-12-05 14:46:00,1.45,12590,Germany,14
3121,552978,20725,LUNCH BAG RED RETROSPOT,100,2011-12-05 14:46:00,1.45,12590,Germany,14
3122,552978,20726,LUNCH BAG WOODLAND,100,2011-12-05 14:46:00,1.45,12590,Germany,14
3123,552978,23209,LUNCH BAG DOILEY PATTERN ,100,2011-12-05 14:46:00,1.45,12590,Germany,14
3124,552978,21936,RED RETROSPOT PICNIC BAG,50,2011-12-05 14:46:00,2.55,12590,Germany,14
3125,552978,21937,STRAWBERRY   PICNIC BAG,50,2011-12-05 14:46:00,2.55,12590,Germany,14
3126,552978,22179,SET 10 LIGHTS NIGHT OWL,48,2011-12-05 14:46:00,5.95,12590,Germany,14
3127,552978,22780,LIGHT GARLAND BUTTERFILES PINK,48,2011-12-05 14:46:00,3.75,12590,Germany,14
3128,552978,22779,WOODEN OWLS LIGHT GARLAND ,48,2011-12-05 14:46:00,3.75,12590,Germany,14
3129,552978,22740,POLKADOT PEN,48,2011-12-05 14:46:00,0.85,12590,Germany,14
3130,552978,22752,SET 7 BABUSHKA NESTING BOXES,24,2011-12-05 14:46:00,7.65,12590,Germany,14
3131,552978,15036,ASSORTED COLOURS SILK FAN,600,2011-12-05 14:46:00,0.65,12590,Germany,14
3132,552978,22630,DOLLY GIRL LUNCH BOX,64,2011-12-05 14:46:00,1.65,12590,Germany,14
3133,552978,23108,SET OF 10 LED DOLLY LIGHTS,24,2011-12-05 14:46:00,5.39,12590,Germany,14
3134,552978,22935,BAKING MOULD ROSE MILK CHOCOLATE,72,2011-12-05 14:46:00,2.75,12590,Germany,14
3135,552978,22934,BAKING MOULD EASTER EGG WHITE CHOC,48,2011-12-05 14:46:00,2.55,12590,Germany,14
3136,552978,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,96,2011-12-05 14:46:00,2.1,12590,Germany,14
3137,552978,22692,DOORMAT WELCOME TO OUR HOME,10,2011-12-05 14:46:00,6.75,12590,Germany,14
3138,552978,21523,DOORMAT FANCY FONT HOME SWEET HOME,10,2011-12-05 14:46:00,6.75,12590,Germany,14
3139,552978,22365,DOORMAT RESPECTABLE HOUSE,10,2011-12-05 14:46:00,6.75,12590,Germany,14
3140,552980,POST,POSTAGE,1,2011-12-05 14:52:00,523.0,12590,Germany,14
3141,553037,23158,SET OF 5 LUCKY CAT MAGNETS ,36,2011-05-13 08:10:00,2.08,12471,Germany,8
3142,553037,21700,BIG DOUGHNUT FRIDGE MAGNETS,24,2011-05-13 08:10:00,0.85,12471,Germany,8
3143,553037,22423,REGENCY CAKESTAND 3 TIER,32,2011-05-13 08:10:00,10.95,12471,Germany,8
3144,553037,22813,PACK 3 BOXES BIRD PANNETONE ,12,2011-05-13 08:10:00,1.95,12471,Germany,8
3145,553037,22419,LIPSTICK PEN RED,24,2011-05-13 08:10:00,0.42,12471,Germany,8
3146,553037,22728,ALARM CLOCK BAKELIKE PINK,8,2011-05-13 08:10:00,3.75,12471,Germany,8
3147,553037,22741,FUNKY DIVA PEN,48,2011-05-13 08:10:00,0.85,12471,Germany,8
3148,553037,22961,JAM MAKING SET PRINTED,24,2011-05-13 08:10:00,1.45,12471,Germany,8
3149,553037,22993,SET OF 4 PANTRY JELLY MOULDS,24,2011-05-13 08:10:00,1.25,12471,Germany,8
3150,553037,23177,TREASURE ISLAND BOOK BOX,8,2011-05-13 08:10:00,2.25,12471,Germany,8
3151,553037,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,24,2011-05-13 08:10:00,0.83,12471,Germany,8
3152,553037,23159,SET OF 5 PANCAKE DAY MAGNETS,24,2011-05-13 08:10:00,2.08,12471,Germany,8
3153,553037,POST,POSTAGE,4,2011-05-13 08:10:00,18.0,12471,Germany,8
3154,553038,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,2011-05-13 08:11:00,1.65,12471,Germany,8
3155,553038,23299,FOOD COVER WITH BEADS SET 2 ,6,2011-05-13 08:11:00,3.75,12471,Germany,8
3156,553038,23175,REGENCY MILK JUG PINK ,6,2011-05-13 08:11:00,3.25,12471,Germany,8
3157,553038,23174,REGENCY SUGAR BOWL GREEN,6,2011-05-13 08:11:00,4.15,12471,Germany,8
3158,553038,23173,REGENCY TEAPOT ROSES ,2,2011-05-13 08:11:00,9.95,12471,Germany,8
3159,C553414,POST,POSTAGE,-1,2011-05-17 09:57:00,18.0,12600,Germany,9
3160,553547,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-05-17 15:48:00,0.85,12474,Germany,15
3161,553547,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-05-17 15:48:00,1.25,12474,Germany,15
3162,553547,21094,SET/6 RED SPOTTY PAPER PLATES,12,2011-05-17 15:48:00,0.85,12474,Germany,15
3163,553547,21988,PACK OF 6 SKULL PAPER PLATES,12,2011-05-17 15:48:00,0.85,12474,Germany,15
3164,553547,21096,SET/6 FRUIT SALAD  PAPER PLATES,12,2011-05-17 15:48:00,0.39,12474,Germany,15
3165,553547,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-05-17 15:48:00,4.95,12474,Germany,15
3166,553547,22271,FELTCRAFT DOLL ROSIE,6,2011-05-17 15:48:00,2.95,12474,Germany,15
3167,553547,23204,CHARLOTTE BAG APPLES DESIGN,40,2011-05-17 15:48:00,0.85,12474,Germany,15
3168,553547,22908,PACK OF 20 NAPKINS RED APPLES,24,2011-05-17 15:48:00,0.85,12474,Germany,15
3169,553547,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-05-17 15:48:00,0.85,12474,Germany,15
3170,553547,22431,WATERING CAN BLUE ELEPHANT,12,2011-05-17 15:48:00,1.95,12474,Germany,15
3171,553547,22432,WATERING CAN PINK BUNNY,6,2011-05-17 15:48:00,1.95,12474,Germany,15
3172,553547,22433,WATERING CAN GREEN DINOSAUR,6,2011-05-17 15:48:00,1.95,12474,Germany,15
3173,553547,22637,PIGGY BANK RETROSPOT ,4,2011-05-17 15:48:00,2.55,12474,Germany,15
3174,553547,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,12,2011-05-17 15:48:00,2.95,12474,Germany,15
3175,553547,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-05-17 15:48:00,0.85,12474,Germany,15
3176,553547,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-05-17 15:48:00,0.85,12474,Germany,15
3177,553547,23084,RABBIT NIGHT LIGHT,18,2011-05-17 15:48:00,2.08,12474,Germany,15
3178,553547,23079,TOADSTOOL BEDSIDE LIGHT ,2,2011-05-17 15:48:00,8.95,12474,Germany,15
3179,553547,23170,REGENCY TEA PLATE ROSES ,12,2011-05-17 15:48:00,1.65,12474,Germany,15
3180,553547,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,2011-05-17 15:48:00,1.65,12474,Germany,15
3181,553547,23199,JUMBO BAG APPLES,10,2011-05-17 15:48:00,2.08,12474,Germany,15
3182,553547,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,12,2011-05-17 15:48:00,0.83,12474,Germany,15
3183,553547,16235,RECYCLED PENCIL WITH RABBIT ERASER,60,2011-05-17 15:48:00,0.21,12474,Germany,15
3184,553547,22045,SPACEBOY GIFT WRAP,25,2011-05-17 15:48:00,0.42,12474,Germany,15
3185,553547,22704,WRAP RED APPLES ,25,2011-05-17 15:48:00,0.42,12474,Germany,15
3186,553547,22244,3 HOOK HANGER MAGIC GARDEN,36,2011-05-17 15:48:00,1.95,12474,Germany,15
3187,553547,POST,POSTAGE,4,2011-05-17 15:48:00,18.0,12474,Germany,15
3188,553547,20727,LUNCH BAG  BLACK SKULL.,10,2011-05-17 15:48:00,1.65,12474,Germany,15
3189,553547,21239,PINK  POLKADOT CUP,8,2011-05-17 15:48:00,0.85,12474,Germany,15
3190,553547,22629,SPACEBOY LUNCH BOX ,12,2011-05-17 15:48:00,1.95,12474,Germany,15
3191,553547,20719,WOODLAND CHARLOTTE BAG,20,2011-05-17 15:48:00,0.85,12474,Germany,15
3192,553547,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-05-17 15:48:00,1.65,12474,Germany,15
3193,553547,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,2011-05-17 15:48:00,2.95,12474,Germany,15
3194,553547,21914,BLUE HARMONICA IN BOX ,12,2011-05-17 15:48:00,1.25,12474,Germany,15
3195,553547,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,2011-05-17 15:48:00,4.15,12474,Germany,15
3196,553547,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-05-17 15:48:00,4.15,12474,Germany,15
3197,553547,23256,CHILDRENS CUTLERY SPACEBOY ,4,2011-05-17 15:48:00,4.15,12474,Germany,15
3198,553731,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2011-05-19 08:26:00,1.25,12481,Germany,8
3199,553731,22925,BLUE GIANT GARDEN THERMOMETER,4,2011-05-19 08:26:00,5.95,12481,Germany,8
3200,553731,21896,POTTING SHED TWINE,6,2011-05-19 08:26:00,2.1,12481,Germany,8
3201,553731,47504K,ENGLISH ROSE GARDEN SECATEURS,12,2011-05-19 08:26:00,1.95,12481,Germany,8
3202,553731,47504H,ENGLISH ROSE SPIRIT LEVEL ,12,2011-05-19 08:26:00,1.95,12481,Germany,8
3203,553731,22077,6 RIBBONS RUSTIC CHARM,12,2011-05-19 08:26:00,1.65,12481,Germany,8
3204,553731,21114,LAVENDER SCENTED FABRIC HEART,20,2011-05-19 08:26:00,1.25,12481,Germany,8
3205,553731,22728,ALARM CLOCK BAKELIKE PINK,4,2011-05-19 08:26:00,3.75,12481,Germany,8
3206,553731,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-05-19 08:26:00,3.75,12481,Germany,8
3207,553731,23255,CHILDRENS CUTLERY CIRCUS PARADE,4,2011-05-19 08:26:00,4.15,12481,Germany,8
3208,553731,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,2011-05-19 08:26:00,4.15,12481,Germany,8
3209,553731,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-05-19 08:26:00,2.95,12481,Germany,8
3210,553731,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-05-19 08:26:00,2.95,12481,Germany,8
3211,553731,23206,LUNCH BAG APPLE DESIGN,20,2011-05-19 08:26:00,1.65,12481,Germany,8
3212,553731,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,12,2011-05-19 08:26:00,1.25,12481,Germany,8
3213,553731,22480,RED TEA TOWEL CLASSIC DESIGN,12,2011-05-19 08:26:00,1.25,12481,Germany,8
3214,553731,22849,BREAD BIN DINER STYLE MINT,4,2011-05-19 08:26:00,14.95,12481,Germany,8
3215,553731,22427,ENAMEL FLOWER JUG CREAM,3,2011-05-19 08:26:00,5.95,12481,Germany,8
3216,553731,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-05-19 08:26:00,1.65,12481,Germany,8
3217,553731,22915,ASSORTED BOTTLE TOP  MAGNETS ,24,2011-05-19 08:26:00,0.42,12481,Germany,8
3218,553731,22037,ROBOT BIRTHDAY CARD,12,2011-05-19 08:26:00,0.42,12481,Germany,8
3219,553731,22716,CARD CIRCUS PARADE,12,2011-05-19 08:26:00,0.42,12481,Germany,8
3220,553731,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-05-19 08:26:00,0.85,12481,Germany,8
3221,553731,85032B,BLOSSOM IMAGES GIFT WRAP SET,12,2011-05-19 08:26:00,0.65,12481,Germany,8
3222,553731,23231,WRAP DOILEY DESIGN,25,2011-05-19 08:26:00,0.42,12481,Germany,8
3223,553731,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-05-19 08:26:00,4.95,12481,Germany,8
3224,553731,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-05-19 08:26:00,1.65,12481,Germany,8
3225,553731,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-05-19 08:26:00,1.65,12481,Germany,8
3226,553731,21915,RED  HARMONICA IN BOX ,12,2011-05-19 08:26:00,1.25,12481,Germany,8
3227,553731,21914,BLUE HARMONICA IN BOX ,12,2011-05-19 08:26:00,1.25,12481,Germany,8
3228,553731,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-05-19 08:26:00,1.65,12481,Germany,8
3229,553731,20719,WOODLAND CHARLOTTE BAG,20,2011-05-19 08:26:00,0.85,12481,Germany,8
3230,553731,23204,CHARLOTTE BAG APPLES DESIGN,20,2011-05-19 08:26:00,0.85,12481,Germany,8
3231,553731,POST,POSTAGE,4,2011-05-19 08:26:00,18.0,12481,Germany,8
3232,553731,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-05-19 08:26:00,1.65,12481,Germany,8
3233,553731,23160,REGENCY TEA SPOON,12,2011-05-19 08:26:00,1.25,12481,Germany,8
3234,553731,23161,REGENCY CAKE FORK,12,2011-05-19 08:26:00,1.25,12481,Germany,8
3235,553732,23203,JUMBO BAG DOILEY PATTERNS,10,2011-05-19 08:27:00,1.95,12481,Germany,8
3236,553732,23202,JUMBO BAG VINTAGE LEAF,10,2011-05-19 08:27:00,1.95,12481,Germany,8
3237,553732,23209,LUNCH BAG DOILEY PATTERN ,10,2011-05-19 08:27:00,1.65,12481,Germany,8
3238,553732,23167,SMALL CERAMIC TOP STORAGE JAR ,24,2011-05-19 08:27:00,0.83,12481,Germany,8
3239,553732,23171,REGENCY TEA PLATE GREEN ,12,2011-05-19 08:27:00,1.65,12481,Germany,8
3240,553732,23172,REGENCY TEA PLATE PINK,12,2011-05-19 08:27:00,1.65,12481,Germany,8
3241,553732,23170,REGENCY TEA PLATE ROSES ,12,2011-05-19 08:27:00,1.65,12481,Germany,8
3242,553741,22712,CARD DOLLY GIRL ,12,2011-05-19 09:37:00,0.42,12520,Germany,9
3243,553741,21242,RED RETROSPOT PLATE ,8,2011-05-19 09:37:00,1.69,12520,Germany,9
3244,553741,22333,RETROSPOT PARTY BAG + STICKER SET,8,2011-05-19 09:37:00,1.65,12520,Germany,9
3245,553741,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-05-19 09:37:00,2.95,12520,Germany,9
3246,553741,21843,RED RETROSPOT CAKE STAND,6,2011-05-19 09:37:00,10.95,12520,Germany,9
3247,553741,22090,PAPER BUNTING RETROSPOT,6,2011-05-19 09:37:00,2.95,12520,Germany,9
3248,553741,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2011-05-19 09:37:00,1.65,12520,Germany,9
3249,553741,22474,SPACEBOY TV DINNER TRAY,3,2011-05-19 09:37:00,4.95,12520,Germany,9
3250,553741,23298,SPOTTY BUNTING,3,2011-05-19 09:37:00,4.95,12520,Germany,9
3251,553741,23108,SET OF 10 LED DOLLY LIGHTS,4,2011-05-19 09:37:00,6.25,12520,Germany,9
3252,553741,21238,RED RETROSPOT CUP,8,2011-05-19 09:37:00,0.85,12520,Germany,9
